ID,Barack Obama,Michael Jackson,Eminem,Justin Bieber,Lady Gaga,Adolf Hitler,Lil Wayne,Rihanna,Miley Cyrus,Kim Kardashian,Selena Gomez,Steve Jobs,Nicki Minaj,Abraham Lincoln,Mark Zuckerberg,Taylor Swift,Tupac Shakur,Mila Kunis,Katy Perry,Johnny Depp,William Shakespeare,Cristiano Ronaldo,Angelina Jolie,Albert Einstein,Megan Fox,John F. Kennedy,Jay-Z,Kanye West,Nelson Mandela,Michael Jordan,Beyoncé,Britney Spears,Will Smith,Lionel Messi,Arnold Schwarzenegger,Leonardo Da Vinci,Kristen Stewart,Demi Lovato,Bill Gates,Bruce Lee,George Bush,John Cena,Leonardo DiCaprio,John Lennon,Stephen Hawking,Elvis Presley,Heath Ledger,Osama bin Laden,Charlie Sheen,Jennifer Aniston,Bob Marley,Brad Pitt,Jesus Christ,Tom Cruise,Scarlett Johansson,Sarah Palin,Robert Pattinson,Mariah Carey,Amy Winehouse,Muhammad Ali,Jennifer Lopez,Natalie Portman,Mark Wahlberg,Ronald Reagan,Justin Timberlake,Charles Manson,Sasha Grey,Emma Watson,Freddie Mercury,Bruno Mars,George Washington,Zooey Deschanel,Che Guevara,Whitney Houston,Kobe Bryant,Franklin D. Roosevelt,Snoop Dogg,Shakira,Neil Patrick Harris,LeBron James,Ryan Reynolds,Isaac Newton,Shahrukh Khan,Sylvester Stallone,Christian Bale,Lindsay Lohan,Triple H,Bill Clinton,Margaret Thatcher,Macaulay Culkin,Channing Tatum,Kaley Cuoco,Taylor Lautner,Adam Sandler,Emma Stone,Kurt Cobain,Jackie Chan,Ashton Kutcher,Salman Khan,Vanessa Hudgens,Joseph Stalin,Nikola Tesla,Kesha,Sandra Bullock,Dr. Dre,Christina Aguilera,Avril Lavigne,Elizabeth Taylor,Brittany Murphy,Jim Carrey,Sunny Leone,Manny Pacquiáo,David Beckham,Thomas Jefferson,Mitt Romney,Winston Churchill,Roger Federer,Ernest Hemingway,Julius Caesar,Muhammad,Richard Nixon,Warren Buffett,Benjamin Franklin,Theodore Roosevelt,Jenna Jameson,Mike Tyson,Charles Darwin,Al Capone,Edgar Allan Poe,Malcolm X,Walt Disney,John McCain,Sigmund Freud,Michael Phelps,Galileo Galilei,Sachin Tendulkar,Aristotle,Oprah Winfrey,Tiger Woods,Neil Armstrong,Rafael Nadal,Spartacus,Shaquille O'Neal,Karl Marx,Paris Hilton,Hugh Hefner,Marie Antoinette,Ted Bundy,Ronaldo,Usain Bolt,Fedor Emelianenko,Fidel Castro,Charles Dickens,Ronaldinho,Anne Boleyn,Jimmy Carter,Hulk Hogan,Genghis Khan,Mother Teresa,Plato,Jeffrey Dahmer,CM Punk,Fernando Torres,Napoleon Bonaparte,Friedrich Nietzsche,Randy Orton,Dwight D. Eisenhower,Queen Victoria,Donald Trump,Stephen King,Simon Cowell,Rosa Parks,Mao Zedong,Kim Jong-il,Amelia Earhart,Steve Wozniak,Oscar Wilde,Anne Frank,Mahatma Gandhi,Gautama Buddha,Guy Fawkes,John Adams,Michelle Obama,Martin Luther,Benito Mussolini,Saddam Hussein,Joe Biden,Helen Keller,J. Edgar Hoover,Wayne Rooney,Vladimir Putin,Shawn Michaels,Pope Benedict XVI,Socrates,Magic Johnson,Jeff Hardy,Mark Twain,Jacqueline Kennedy Onassis,Lyndon B. Johnson,Jane Austen,Kaká,Ayn Rand,Rosie Huntington-Whiteley,Bear Grylls,Howard Hughes,Heidi Klum,Joseph Kony,Ron Paul,Miranda Kerr,Lance Armstrong,Zlatan Ibrahimovi?,Harry S. Truman,Adriana Lima,Marie Curie,Dr. Seuss,Chris Jericho,Jesse James,Jeremy Clarkson,Woodrow Wilson,Ed Gein,Gisele Bündchen,Pablo Escobar,Hillary Rodham Clinton,Vladimir Lenin,Babe Ruth,Serena Williams,Pocahontas,Neymar da Silva,Rupert Murdoch,Nicolaus Copernicus,SIR Richard Branson,Thierry Henry,Robert F. Kennedy,Harry Houdini,Novak Djokovic,Ulysses S. Grant,Julian Assange,Maria Sharapova,Ted Kennedy,Nostradamus,Julia Child,Lee Harvey Oswald,Tyra Banks,Vince McMahon,Zinedine Zidane,Henry Ford,Wladimir Klitschko,Jackie Robinson,Bam Margera,Josef Mengele,Charlemagne,Noam Chomsky,Grigori Rasputin,Pelé,Christopher Hitchens,Kurt Angle,Alan Turing,Ryan Giggs,Aleister Crowley,Allen Iverson,Lamar Odom,Conan O'Brien,Carlos Slim Helú,Zodiac Killer,Augustus,Dwyane Wade,Nero,Simon Pegg,Dennis Rodman,Moses,Voltaire,Roger Ebert,Roald Dahl,Monica Lewinsky,Tutankhamun,Robin van Persie,George Orwell,Stephen Colbert,Carl Sagan,Didier Drogba,Dalip Singh,Immanuel Kant,Confucius,Tera Patrick,Jim Jones,Caligula,Alex Ferguson,Frederick Douglass,David Cameron,Linda Lovelace,Andrew Murray,Yao Ming,Diego Maradona,Herbert Hoover,Niccolò Machiavelli,Kim Jong-un,Kevin Durant,Wilt Chamberlain,Kate Moss,race,gender,political orientation
114,,,,0,,,,30,,0,,,,,,,2,33,,6,,,,,,,,,,,,,10,,,,,,,,,0,65,,,,,,,0,,,,,,,,,,,33,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,8,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,0,,,,,60,74,,,,,,,,,84,,,,,,,,0,,,,,,,7,,0,9,,87,,,,,,,,,0,,,,,,,,,,71,58,,,,,20,,,,,,,,,,0,,67,,,,,,,,,,,,,,,,,,,,,,,0,,,,,51,,,,,,,,,23,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,16,,,9,,,,,,,,,,,,,,32,,,,,,,,,,,,72,34,White,Female,Democrat
131,,,,,,,51,85,,,,,,100,,62,,,,18,99,,,,,,90,,,,,,,,,49,,90,91,,,,,,99,,,45,19,,74,28,,,39,,56,,,,,,,18,,,,,,,92,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,26,,,,,,,,73,,,41,,,,,,,68,,,,,,21,,,,,,,,,,,,,,,,,,20,57,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,51,,,52,,,,36,,74,,,,,,,,,,50,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,0,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,White,Female,Democrat
134,,56,,,,60,,,,61,,,,,,,51,,,,,,,44,,,,52,100,,,,,,,,,,,,69,21,,,,,36,,,,,,,,,,31,,,,,,,,40,,26,,,,,,,,,,,30,,61,,,,,,,,,,,,,,,,,,,,,,82,,,,,,43,,,,,,,,,23,,,78,,,,,,,66,63,,89,,,,,,,,,,,40,,46,,,,,,68,,,,,,,,56,,63,,,,,,,,,,,,,85,,,,,28,,92,64,,,,,,,,,,,,,,,,,37,,,,,,,,,,,39,,,,,,,,,,,,,33,,,,,,,,,57,,,,,,,,,,,70,,,,,,,,,23,,,,,,,,,,,,,,8,,,,24,,100,,,,,85,,,,,,,,,,67,,,,,,,,69,,,,,,,White,Female,Democrat
156,,,,,,,,,,,,,,,,,,,41,,,,,,,91,,,,,70,,85,,,,,,,,,,37,,86,,,,,,57,,,,,,,36,,,,,,,39,,,,,,,,,21,,,,,,,,,,,,10,,,90,,,,,42,,,,,,,,,,,,,,61,,,,,,,,,,,28,,,,,,,,83,,,,,,,,91,,,,,,,,,,,,10,,,,,,70,,,71,,,,,,,,,,,,,,,,,,,,,60,,91,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,89,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,7,,,,,52,,,,,,30,,,,,,,,,,1,,,,,,,,,,,,,,,White,Female,Democrat
160,100,,,,,,,,60,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,10,,,,,,,,,,,90,,,,,,,,,,,,30,30,,,,,,77,,,,,,,0,,,35,,,,,,,,,60,,,,,,41,,,30,40,,70,,,,,,70,70,80,,,,,,,100,,91,,,,77,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,74,,,,,,,50,,,,,14,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,20,63,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,100,,,,White,Female,Democrat
161,,,,21,,,,,,,,,30,,,45,,,,,,,65,,,,,,,,,,,,,,,,85,,35,,,,38,,,60,22,60,,60,,,,55,,30,,,66,,,80,,,,,,,,,,,,,,,,,,,,,,15,,75,80,,,,,,,,,,,,,80,,,,,,,,,,70,,,,,,30,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,5,40,,,85,,,,,,,,,,70,,,,58,,,,,,,,60,,,,,,,,55,,,,,,,,,70,,,,,,,60,,,85,,,66,,,60,70,,,,,,,,,,63,,,20,,,,90,,,35,,,,75,,,,,,,,,,,20,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Female,Democrat
164,,,,,26,,,,,,,,,,,,,,30,,,,,,,,100,,,,,17,,,86,,,,,,,,62,,,,,,,,44,59,,,62,10,,,,,,,67,,,,,,,,100,,,,,,,,,,,,,,,35,,70,,32,56,,,,,,,,,18,,100,,,,7,1,,32,,,,,,,,,,81,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,14,0,,,,,,,,89,,,,,,,,,,,,,,,,,,,13,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,0,,67,,,,84,,,,,75,,84,,,,,,,,,,,,,,,,,,,0,,,,White,Female,Democrat
167,,,,,,,,,,15,,,,,,,,,25,,,,,,,85,,,80,,,5,60,,,,,,,10,,,70,,,,,,,,,,,,,2,,,,,,,,,,50,,,,,,65,,,,,60,,,,25,,,,,,,,50,,,,,,,,,61,,,10,70,,,,,30,,,,,,,,5,,,,,,,,,,5,,,,,,20,,,,,,,,,,,98,,,,,,,,50,,,,,,,,60,,,,,,,,,,,2,,,,,,,65,,,,,,,,,,,15,,,,,,,98,,,,,,,,,,,,60,,,,5,,,,,20,,,,,,,,,50,,,,,,,,,,,,,,,,,,,55,,,70,,,,,,,50,,,,,,,,85,,,,,85,,,3,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Female,Democrat
169,,,,,,,,,,,,74,0,,,,,86,,,,,,,,,,25,79,18,,,,,,,,,93,,,10,,,,,,,,,,,,,,,,,,,61,,10,,,0,0,77,,0,,,,,,,,36,16,,,,,,,,,11,,,,28,,14,,,,,,,,,,,,,,,,,,,12,22,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,42,,,,,,,23,,,0,,,,,,,,,,,,,,50,,,,,,,,,,,,62,,,,,,,,14,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,71,,10,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Female,Democrat
174,,,30,0,,,,,,,,,,,,,30,,,,30,,,,,40,,,,,,,,,,,,,60,,,,30,20,,,10,,,,,0,,,,,,,,,,,,,,,,35,,,,,,,,,,,,30,,,,,39,,,10,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,0,,,,,25,60,,,,,60,,,,,,60,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,55,,,30,,,,30,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,30,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Female,Democrat
178,95,,,28,,,,,,,,71,66,,,,,,,,,60,69,,,96,,,,,72,,,,,67,,,74,,,,,,,53,46,30,,,,,,62,62,9,,,,,,,,,,,,63,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,30,,,,,56,,75,,70,,,,,,,,,62,,,,,,,,,,,16,11,,,,,,,,,,,,66,56,,61,,,,,,,,28,,,,,,82,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,91,63,,,,,,,,,,,,,8,,,40,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,60,,,,,,,82,,,,,82,,,,,,,,,,,,,7,,34,29,White,Female,Democrat
182,,,,30,71,,,,,,,,,100,,,,,,,,,,,,,,0,100,,,,,,92,,,9,,0,,,71,,,,0,,,,,,,,71,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,45,,,40,,,0,,,,,53,,,,,,57,,,,100,,,100,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,92,100,,20,,,,,0,,100,,,,,,100,10,,100,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,84,0,,,,,,,,,34,,,100,,,,,100,,,,,,,,,,,,,,,82,,,,,,,,0,,,,,,,,,,,,0,,,71,,,,,,,,,,,White,Female,Democrat
201,,,,,,,62,,,,47,90,,,,,53,,,,,,,,,94,,,,,,,,,,,54,,,,,92,,,,,,,,,,,,,1,,,,,75,61,50,,,30,,,58,,,,,,,73,,,,,83,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,8,,,,,,,,,64,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,7,,,,,,,97,25,,58,,,81,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,58,,,,,,,47,,,,,58,62,,,,,,,6,,,,,,,,,,,,,,,,,,White,Female,Democrat
205,,,41,,,,,,,,,,,96,60,,32,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,80,,,,,,,,,,36,,,,,,,,,,,,,97,,,4,,95,,,,,,58,,,,11,,,,,,,,,,23,,,,,61,,,,,,,,,,,,,,,,,57,,,,,86,,,,64,,31,,,,,53,,,,,,,,,,,,,,14,,,,,,,,,,81,,76,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,72,55,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,40,86,,,,,,,76,,,,,,,,,,,56,,,,,40,,,,,,,,96,,,,,,,57,,,,,,,,,,,,,,,,,,,,,40,,White,Female,Democrat
4,99,,,,77,,,,,,,,,100,,,,,,,,,,,,100,,,98,,,,,,,,33,,,,,,,,78,,,,,,,,,,,3,,45,,,,75,,,,,,,,,,,,30,65,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,43,,,,84,,,,,,,,,,,,,,,,,,,,71,,,,,,,,51,,,,,,,,,,,,,,29,,,92,,0,,,,24,,66,,,,,85,,,,,,,,,33,,20,,,,,61,71,,,,,0,,,70,,,,,,80,,,,,,31,,,,,,,24,,,,,1,,34,,99,,,,,,,,,,,,53,,,,,,,46,,54,,57,78,36,,,,,,,79,,,,,,87,,,,,,,,,43,,,,,0,,,,,,,,,,,,,57,,White,Male,Democrat
6,,,,2,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,10,,,,,,,,,,,,,,,90,,,,,92,0,,,,2,,,,,0,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,56,,2,49,,,,,,,,49,,,,0,,,,,,,,,,,,,,,,,56,,,55,,,,,,51,,40,,,,,,,0,,,,5,,,,41,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,5,,,White,Male,Democrat
18,,,19,0,,,0,,,,,,,,,,,,,,,,,30,0,,,40,,,,0,,91,,,,,,70,,,,,,,,,,,71,24,,,,,,,,,,,,,0,,,,,,,,,,,,,20,72,,,30,,73,,,,,,,,22,,19,,,,,,,100,,,19,,,,,,,,,,,,,,,,,,,,,,,,95,,82,,,,,,,,,,,,,,,,,,,,,,,,,,91,30,,,32,,,86,,,,,,,,,81,100,,,,,29,,,,90,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,100,,80,,,,,,,,,,,,,,,,,,,,,,,70,,,,100,,,,,,,,80,30,,,,,,,,,,,,,,81,,,,71,,,,,,,,White,Male,Democrat
19,,,61,,,80,2,,,,,,,100,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,20,,,6,,,,33,,,,,,,,,,,58,,,,24,,,,59,,,,,,,,,,,,73,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,41,,,64,,,78,,,,,,,,,,,1,,,,82,,,,,,,0,,,,,,,,,,,,58,,,,,,,,,,,,,68,,,,,25,60,36,,,,36,,,,,42,,,,,,,,63,,,,,78,,,0,,,,4,,31,,,,,,,,,,,,,,80,,,,,,,,,84,,,,,,,,,,,27,,,,,,,0,,,76,,,,,,,,,,,,,,,,,,,47,66,,,,,,80,,,,38,,,,,,,,,,,,,73,,,,,White,Male,Democrat
33,,,0,,,,,,,,6,62,,99,,,0,0,,9,,,,,,,,0,100,,,,,,,,,,,,30,0,,,,,,,,,39,,,,,,,,,11,,,,,,,,,,,,,62,14,19,,0,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,9,0,,,,,,,,,,,,,,18,,,,,,93,0,,51,,,,,,,,,,,,,,39,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,0,,,82,,,,,51,,,,,,,,,,,41,,,,,,,,,,,,,,,,,61,,,63,,,,,,,,,,11,70,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,0,,,,,,,,,77,,,,0,White,Male,Democrat
41,,,,,,,4,13,,,,,,,,,29,,,22,,,,,,,,,,,,,,,,,,,97,,,,44,,,,,,,,,,99,,,16,21,,,,,,,96,,,5,,,,,,,,,99,,,,74,,,,29,,,,,82,,,,,,,,,,,,,,,,,12,,,,,,28,75,,,93,,,77,,62,,,,,,,61,,,,,76,68,,,,,,89,,,80,,,,,,,,,,,,,,5,81,100,96,1,,,,,,,91,,,,,,,,,,,,,,91,,,,,,,,,,,85,,,,,,,,,,,,,,,69,,68,,,,,,32,,,,,,,,,,,,,,,,,,,,,,74,,,,,65,63,,,,,,,,,,,,,,,,,,,,0,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,80,,,70,,White,Male,Democrat
46,,,60,,,,39,,,,,,,100,,,,,,,,,,,,,,20,,,,40,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,10,,70,90,,,,,,,,24,,60,,,,,,71,,,,,,,,,,,,89,,,,,,,,,,47,,,,,,,,,,90,81,,,,,,,,70,,,60,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,89,,93,,,,,,100,,,,85,,,90,,,,,,,,,,,,,,,,,,,74,,100,,,80,,,,90,,,,,,,,,,,,,,100,,,91,,86,,,,,,,,,,,,,,80,,96,,,,,,,,,,,,,,,,,,,,,,,90,,85,,,,,,10,,,,,26,,,,,,,,,,White,Male,Democrat
63,,,,,88,,,,,,,,,,,90,50,,,,70,,,,,,,,,,,,,,,,,,,82,,,,,86,,,,,,60,,,32,,6,,,,,,,,,,95,,,,,,,50,,,98,,,,60,,,,,35,,,75,,,,,,65,,,,40,,,,,,,,22,,,,,,,65,,,,,,90,,,,88,,,,,,,,,74,,,,,,91,8,,,,,,,,,,70,,,,,,,,,,,,,,,92,,,,,,,,,,,20,,20,,,,,,,,90,84,,,,,,,,31,,,,,88,,,,,,,,,0,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,90,,,,,,,94,,,,,,,,,,,70,,,,,,,,,,,,,,95,,,,14,,,,,,,,,,,,75,,,40,,,White,Male,Democrat
69,92,,,,,,,,,,,,,,,,,,32,38,,,,,,,,,84,,,43,,,,32,,,,,30,,,,,,,,,,,,,24,,18,,,,71,,,,,,,,,,22,,,,,,,71,,,42,,,,,,,63,,,,,,17,,,,,,,,,,,,35,,,,,,,,,,,,,,85,,,,,,,,,,,,,71,,,31,,,,,,,,,,,,37,,,27,,,,,,,,,,,,,,,,,,,,,,,,32,60,64,,40,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,25,,,26,,79,,,,,,,,,,,,,,,,,,,,,,,77,,60,,,,,,33,,,,,,,,29,,,,,,,,,,,,,,,,,82,,,,,,,33,,,61,,,,,,63,,,26,,White,Male,Democrat
77,100,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,0,,,,,,,,,,,3,,91,,,,,,,,,0,,0,,,,,,,21,,,,,,,,,,,,11,,8,,,,,,,3,,,,56,,9,,,,4,,,,,,,,,,,,,,,,9,,,,,,,,,,71,,,,33,1,,,,,,,,,,,,,82,,18,,,,,,0,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,13,51,,,,81,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,71,,,,,,,,,,,,,,,,,,,0,,,0,White,Male,Democrat
79,,,,,,,,,,,,,,95,,,,,,40,,,,,,,,,95,50,,,,,,,,,,,30,,,,30,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,90,,,,,,90,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,60,,,,,,,70,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,70,,,,,,,,,,,,White,Male,Democrat
96,100,30,,,,,,,,,10,100,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,0,,,,,,71,,,,,,,,,,,,,,10,,,,,,50,50,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,90,,,100,90,,,,,50,,,,,70,,,,,,,,,,,70,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,White,Male,Democrat
97,,3,,,,,0,,,,14,,,,,,,,,,,,,,,,21,,,,,,,,56,,,,,,,,33,,,,,,,12,,,47,,,,,,,,9,,,,,0,,,,,,,,,,,,1,,32,,,,,,,,,,,,,,,60,,0,,,,,,7,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,98,22,64,,,57,68,,,,0,,,,,,,,33,,,54,,,23,,,,60,,,,,,21,,,,59,,16,,,,,,47,,,,,,,,,,,68,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,White,Male,Democrat
106,,,,,,,,,,,,,,,,23,,,,,,,14,,,,,,,,,,,,,,,24,,,,,,,,,,,4,,,,,,9,,,,,,19,,,71,,,,,,,,,,66,,,,,,,,44,,,,,,81,,,,,,,,,,,,,,56,21,,,,,60,,,,,,,,,,,55,,,,,,,24,,,,,,,,,58,,,,,,54,87,,71,,,,,,,,,,,61,,33,,,,6,,,,,,,,,,,97,,,,,,65,,,,76,,,,,,76,,,,40,60,,,,,,,,,,,,61,21,,,,,,88,,,56,,,,,,,,,,,,,,,,,,,,,,,,,45,60,,,55,44,,,66,,,,,37,,,,61,,,51,,,,33,,,,,56,92,,94,,,,,,,,44,,,,,,,68,,,51,,,,,,,,,26,White,Male,Democrat
111,,,,52,,,,,,18,,81,,92,,32,,,,76,,,,,,,,,,76,,71,,,,,,,,,,,,,,,,,,,,,,,,,72,,,70,,,,75,,,,,,75,,,84,,,,55,,,,,,,,,,,,,,,,,,,,,,,,86,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,80,,,66,,59,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,42,,72,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,79,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,60,37,,,,,,,,,,,,,86,,,,,,92,,,,,,,,84,,,,White,Male,Democrat
126,,,,,,,,,,0,0,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,7,,,,,0,,0,,,,0,,,,,,,8,,100,,,,,,0,100,,78,0,,,20,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,15,32,,0,0,,,,,,,0,,16,,,,,88,,,,,,,0,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,90,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,9,,15,,,,,,,,,,,,,,,,,,,33,,,,,80,,,,77,,,,,,61,,,,,,59,,78,41,,,,,,,,91,,,,,,White,Male,Democrat
127,89,,,,,0,50,,,,,,,,,,,50,,,,,,,,,,,,,,50,,,,,,,,,20,,,,,,50,,,,71,57,,,,,,,,,,,,50,,,,,,,,,,,,,50,,,66,,90,,,,,,42,,,,,,3,,,,,,,,,,63,,,,,,,,,,,,,,,80,,,89,,,,,,,,,,,87,70,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,27,,,,,,,,65,,,,,,,,,,98,,,94,,,,,,,,,,,,,,,,,60,,,,,,,,,78,,50,,,,,,,,,73,,,,78,,,,,3,,,,,,,,85,,,,,,,,,,,,,,,,3,,,98,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,White,Male,Democrat
129,,48,35,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,51,,,,,,19,,,,,32,,,45,,,,,,69,,,,,,70,,,,,57,,93,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,39,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,28,,51,,,,,,,99,88,,43,26,,79,,,,,,,,,,,51,,51,,,57,,,64,,70,51,,13,,,,6,,,,,,,53,,,5,,,,,,0,,,,,,,,,,,,,,,,,,51,,,,,13,,,,,76,,,,,,,21,,,,,,,,,83,,,17,,,,,,,21,,,,,,,,,,,,,51,,94,,,,,,,,78,,,,,,,,,,,,43,,,White,Male,Democrat
