ID,Barack Obama,Michael Jackson,Eminem,Justin Bieber,Lady Gaga,Adolf Hitler,Lil Wayne,Rihanna,Miley Cyrus,Kim Kardashian,Selena Gomez,Steve Jobs,Nicki Minaj,Abraham Lincoln,Mark Zuckerberg,Taylor Swift,Tupac Shakur,Mila Kunis,Katy Perry,Johnny Depp,William Shakespeare,Cristiano Ronaldo,Angelina Jolie,Albert Einstein,Megan Fox,John F. Kennedy,Jay-Z,Kanye West,Nelson Mandela,Michael Jordan,Beyoncé,Britney Spears,Will Smith,Lionel Messi,Arnold Schwarzenegger,Leonardo Da Vinci,Kristen Stewart,Demi Lovato,Bill Gates,Bruce Lee,George Bush,John Cena,Leonardo DiCaprio,John Lennon,Stephen Hawking,Elvis Presley,Heath Ledger,Osama bin Laden,Charlie Sheen,Jennifer Aniston,Bob Marley,Brad Pitt,Jesus Christ,Tom Cruise,Scarlett Johansson,Sarah Palin,Robert Pattinson,Mariah Carey,Amy Winehouse,Muhammad Ali,Jennifer Lopez,Natalie Portman,Mark Wahlberg,Ronald Reagan,Justin Timberlake,Charles Manson,Sasha Grey,Emma Watson,Freddie Mercury,Bruno Mars,George Washington,Zooey Deschanel,Che Guevara,Whitney Houston,Kobe Bryant,Franklin D. Roosevelt,Snoop Dogg,Shakira,Neil Patrick Harris,LeBron James,Ryan Reynolds,Isaac Newton,Shahrukh Khan,Sylvester Stallone,Christian Bale,Lindsay Lohan,Triple H,Bill Clinton,Margaret Thatcher,Macaulay Culkin,Channing Tatum,Kaley Cuoco,Taylor Lautner,Adam Sandler,Emma Stone,Kurt Cobain,Jackie Chan,Ashton Kutcher,Salman Khan,Vanessa Hudgens,Joseph Stalin,Nikola Tesla,Kesha,Sandra Bullock,Dr. Dre,Christina Aguilera,Avril Lavigne,Elizabeth Taylor,Brittany Murphy,Jim Carrey,Sunny Leone,Manny Pacquiáo,David Beckham,Thomas Jefferson,Mitt Romney,Winston Churchill,Roger Federer,Ernest Hemingway,Julius Caesar,Muhammad,Richard Nixon,Warren Buffett,Benjamin Franklin,Theodore Roosevelt,Jenna Jameson,Mike Tyson,Charles Darwin,Al Capone,Edgar Allan Poe,Malcolm X,Walt Disney,John McCain,Sigmund Freud,Michael Phelps,Galileo Galilei,Sachin Tendulkar,Aristotle,Oprah Winfrey,Tiger Woods,Neil Armstrong,Rafael Nadal,Spartacus,Shaquille O'Neal,Karl Marx,Paris Hilton,Hugh Hefner,Marie Antoinette,Ted Bundy,Ronaldo,Usain Bolt,Fedor Emelianenko,Fidel Castro,Charles Dickens,Ronaldinho,Anne Boleyn,Jimmy Carter,Hulk Hogan,Genghis Khan,Mother Teresa,Plato,Jeffrey Dahmer,CM Punk,Fernando Torres,Napoleon Bonaparte,Friedrich Nietzsche,Randy Orton,Dwight D. Eisenhower,Queen Victoria,Donald Trump,Stephen King,Simon Cowell,Rosa Parks,Mao Zedong,Kim Jong-il,Amelia Earhart,Steve Wozniak,Oscar Wilde,Anne Frank,Mahatma Gandhi,Gautama Buddha,Guy Fawkes,John Adams,Michelle Obama,Martin Luther,Benito Mussolini,Saddam Hussein,Joe Biden,Helen Keller,J. Edgar Hoover,Wayne Rooney,Vladimir Putin,Shawn Michaels,Pope Benedict XVI,Socrates,Magic Johnson,Jeff Hardy,Mark Twain,Jacqueline Kennedy Onassis,Lyndon B. Johnson,Jane Austen,Kaká,Ayn Rand,Rosie Huntington-Whiteley,Bear Grylls,Howard Hughes,Heidi Klum,Joseph Kony,Ron Paul,Miranda Kerr,Lance Armstrong,Zlatan Ibrahimovi?,Harry S. Truman,Adriana Lima,Marie Curie,Dr. Seuss,Chris Jericho,Jesse James,Jeremy Clarkson,Woodrow Wilson,Ed Gein,Gisele Bündchen,Pablo Escobar,Hillary Rodham Clinton,Vladimir Lenin,Babe Ruth,Serena Williams,Pocahontas,Neymar da Silva,Rupert Murdoch,Nicolaus Copernicus,SIR Richard Branson,Thierry Henry,Robert F. Kennedy,Harry Houdini,Novak Djokovic,Ulysses S. Grant,Julian Assange,Maria Sharapova,Ted Kennedy,Nostradamus,Julia Child,Lee Harvey Oswald,Tyra Banks,Vince McMahon,Zinedine Zidane,Henry Ford,Wladimir Klitschko,Jackie Robinson,Bam Margera,Josef Mengele,Charlemagne,Noam Chomsky,Grigori Rasputin,Pelé,Christopher Hitchens,Kurt Angle,Alan Turing,Ryan Giggs,Aleister Crowley,Allen Iverson,Lamar Odom,Conan O'Brien,Carlos Slim Helú,Zodiac Killer,Augustus,Dwyane Wade,Nero,Simon Pegg,Dennis Rodman,Moses,Voltaire,Roger Ebert,Roald Dahl,Monica Lewinsky,Tutankhamun,Robin van Persie,George Orwell,Stephen Colbert,Carl Sagan,Didier Drogba,Dalip Singh,Immanuel Kant,Confucius,Tera Patrick,Jim Jones,Caligula,Alex Ferguson,Frederick Douglass,David Cameron,Linda Lovelace,Andrew Murray,Yao Ming,Diego Maradona,Herbert Hoover,Niccolò Machiavelli,Kim Jong-un,Kevin Durant,Wilt Chamberlain,Kate Moss,race,gender,political orientation
39,0,,62,,,,,,,,,,,75,,,,,,,,,,,,,,,,62,61,,,,,,,5,,,,,,,,,,,,,,,,0,31,,,,,,36,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,66,,,,,,,65,,,,,,,62,,,,87,,,,,,,,,,,,,,,,,74,,,,0,,,,,,,,,,,,0,61,,,,,,,,,,,58,,,,,,,,,,,60,,,,,,,,,0,,,,,,,,,,,,,,,,,65,,,60,,,,63,,,22,73,,83,,,,,,,,,,,,,,,42,,,,,61,,,,,,,,,,,,0,13,,,,,,,,,,,,,23,,,62,,32,73,,,,6,,,,,,,,,60,,,,,,,16,,,,,63,0,,,,White,Male,Other
47,82,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,63,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,39,,,,,62,65,,,,62,,,40,,,,,,,,44,,,,,,,,,,,,,0,,,39,,,,,,,,,,,48,72,,,,,,,,,,38,,,,,,67,,,,,,,,62,,,65,,,71,,0,,,,,,,,62,,73,,,,,,78,,,,,,33,,30,,19,,,,33,97,,,,,,,,,,,,,,,,,,40,,64,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,58,,,,63,37,,,,,,,,,,,,58,,,,,,62,,,,,,,,,41,,,66,37,,,,,,,,65,,,,,,,,,,,,,,White,Male,Other
53,,,,,,,,56,49,45,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,51,,,37,,,,,,,,,51,,,47,,,,49,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,62,84,,,,,,,57,86,,,,,,63,70,81,,,,,54,,,,,,,40,,,51,,,,,,,,,86,25,85,,58,,,,,,,,,,,,,,,,,55,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,10,,,,51,,,51,,,,,,,49,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,17,,,,,,,68,48,,,,,,,,,,,,,,,,,47,,,,,,51,19,,,,White,Male,Other
54,,10,,,,,10,,,15,10,16,,,1,,,10,,,,,,,,,9,,,,10,10,,,,,,10,,,,,,,,10,,,,,,,,7,,,,,,,,,,10,,,10,,,,50,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,30,,,,,,,70,,,,,,,,30,,0,,,,,,30,,,,,,,,,,,70,,,,,,,,,,,,,16,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,20,,,,10,,,0,,,20,,10,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,60,,,,,White,Male,Other
60,,,,,,,,,,,,,0,,,20,,,,,33,,,,0,,,,,,0,,74,,,,34,,,70,,40,62,16,80,28,,0,,,,,,,,,26,,,,,26,,,,,,,,,,33,,,,,,,,10,,,,,,0,0,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,61,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,57,,38,,,,,,,,72,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,33,,,,58,,,,36,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,62,White,Male,Other
61,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,48,,30,2,,,,,,,19,,,,,,,,2,2,100,,,,,1,,,,,,,,,,,25,,,,,,,80,,1,,,,,,,,,,,,,,,,,,0,,,,,1,,,18,,,,,,,,,,,51,,,53,,,,48,,,,0,,,,,52,,,,,,,,29,,,,,,,,,0,,,,1,,,,,,,95,,,,,,,,53,,,48,,,,,,,,,,,,,,,,,,,,,,,,54,,,55,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,48,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,White,Male,Other
66,,,,,,,,,,0,55,,,,60,40,85,,,,,,,,,,,,,,,,,,,,40,,,,,60,,,80,,,,20,,,,100,55,,,,,60,,,,,,70,,,,,,,,,,,,55,,,,,,,70,,,,85,,,,,,85,,,90,,,55,,80,10,,,,,,,,,,,,,,,,,100,,,,,,,80,,,,55,,,,90,,,,,,30,,,,,,,,,75,,,,,,80,,45,,,,,,60,,,,,,,,,,0,,,,,,,,,,,,,90,,,60,55,,,100,,,,,60,,,55,,,,,,,,,,,,,,,,,60,,,,,45,70,,70,,,,,,80,,,,,,80,,,,,,,,,60,,,10,,,,,,80,,,55,,,,0,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Male,Other
68,,,,,,,,,,,,,,,,15,,,,,,40,20,,15,,,,,,,10,,35,,,,,,70,,,30,,,,,,,,,,,25,,,,,,,,,,,,,,,10,20,70,,,,,,,,,,,75,,15,,,,,,,,,,40,15,,60,,,,,,,,20,10,,,,,,,,,,,,,,,,20,,50,,,,,,,,,,,,,,,,,,,,50,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,30,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,50,,,,,,,,,,,,20,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,White,Male,Other
73,60,,10,,,,,,,,,,,93,34,6,,,,58,,17,,,,61,,,,68,,15,,33,,,34,,,,95,,42,,,,,,14,,6,40,99,,,,,,,38,,,,,,,,,,,,12,,,,,,,,,,,,,60,,,,37,,,19,,35,31,,,,,,,,,,31,,,,,,,,,,,91,42,,,,,45,73,,14,,,,,31,,,,,,,,,,,38,,,,,,,,38,,,,66,22,,,,,,,,,,42,,,,,,,19,,,69,,,,,34,,,,,,,,,74,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,53,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,44,,,,,,,26,,,,,28,,,81,,,,,60,,,,,,White,Male,Other
80,,,,,34,,,29,,,,,,96,,,,,,58,,,,,,,,8,,,,16,,,,,,,,,73,,,64,,24,,,,,,59,,,,,,19,,,,,,,29,,20,,,,100,,,30,,89,,,,,,,,,60,4,,,,,,,,,,32,,,,,,,20,40,,18,,,,,,,,92,58,,,,,,,61,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,61,,,91,,64,,,,,,,,,,,,,,,,37,51,,,,,77,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,28,,,,,,,75,,,,,,40,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,White,Male,Other
82,,,,,,,,,,,,,,,,,62,,,,,,,,,72,,,,,,,,,,74,,,63,,,,,,69,,,,8,,50,,,,,,,,,,,,,,,,,60,57,,94,,,,,,,,,,,,,,,,,,21,,,,,25,,,,,,,,,,,,,,,,,,51,,,,,,61,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,7,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,62,,,,,,,,,,,,61,51,,73,,41,,39,,,,,67,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,37,,,,,,,,,,,,,,,,70,,,,,,White,Male,Other
98,,,,,,,,,20,,,,,,60,,,,,,70,,,,,,,,,,,,,,,60,,,,,,50,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,100,50,,,65,,,,,75,,,,,,,,,80,,,30,,,,40,50,,,,,70,,40,,50,50,,,50,,,,,,,,,,50,,,,,10,,,,,,,,,,,,70,75,,80,50,,,,,,,,,,,,,,,,40,,,,0,,,,,,,,,,,80,,,,,,,,,,,,,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,50,60,,50,,,90,,,,,90,,,,,,,,,60,,,,,,,,,60,,,,,,,,50,,0,60,60,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Male,Other
105,,,,,,84,,,,,,,,,,28,59,,,,,,,,,,66,,,,6,,,,,100,,,91,,,,,88,,,,,,,,,,,,36,,6,,,56,,,0,,,,,,,,,,,,,,0,,78,,,,,,12,,,,,,,,,,100,,73,,75,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,100,,,,,,,,10,,,,,,,,,,,68,0,,,100,,,,,,,,79,,,,,,,,,,,,,,,5,,,,80,73,,,,,,,,,,,80,,,,,,,,5,,,,,,,,65,,,,,,,,,,16,,89,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,81,,,,97,,,,,,,,,,,,,,,,,White,Male,Other
107,,,,,,,,,,,,63,71,90,40,66,,59,,,60,,,,,,,,,68,,,,,,,,,,,,,,52,,,,,14,,,42,,,,2,,,,,63,,,,,,,88,,42,,,,,,,,,,,,,,,31,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,53,,,,,,45,,,,,,,,,,,,,,23,,,,,,,,,,,,,43,,,,,,,,,,,92,,,,,,46,45,,46,0,,,,,,,,,94,,,,,,,,,,,,62,,,,,,,,,65,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,56,,,5,,,,47,,,,,38,,,,,,,,,,,,,,,,,,7,59,,,,,,,,,75,,,,,,,,,97,,,,,,72,,,,,,White,Male,Other
117,,,,,,,,,37,,29,85,,,,,,35,0,,,,,,,80,,15,,,50,,,,,,,,,,,27,,,,,,,,,,,,,25,26,,,,,20,,,,,,20,,,80,,36,,,,,,,,,,,,,,,,,,,32,,,,39,6,60,,,,,,27,,,,14,26,,,,16,,,,,,,,,,,,83,,,72,0,,,,,,20,,,,,,,,70,,,,,,0,,,,,,,,,0,,,,,,,,,,,75,,40,,,,,,,,,,,,,82,,,,,65,,,,,,,,,,,,,,,,,,,80,,11,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,22,69,,,,,,38,,,20,,,,,,10,,,,,,,,,,,,,,57,,,,,,,,,,,,,28,58,,,,,,,58,11,,,,66,,,,,,White,Male,Other
119,65,5,,,,15,20,,,,,,,,,5,,5,5,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,5,,,,,,,,,,,,,,90,,,5,,,,,15,,,,,,,,,5,,15,,,,,,,60,,,,5,,10,,,,,,,,97,,,70,,60,,,,,,,,,,,,,30,45,,,,,,,70,,35,,,10,,,20,,,,,,,,,55,,,,,,,,,,,,,,,15,,,,,,,,,,55,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,45,,,,,,10,,60,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,15,,,,White,Male,Other
123,,51,,35,42,,66,,,,,,74,,,,,,,,,,,,,100,,63,,,,,,,,,,,76,,,,,,,,,51,,,,,51,,,,,,,,,,,,,,86,,,,,,,,,,,,,41,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,13,,89,,,78,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,55,,,,,,,,,,78,,,,,,,,,36,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,59,,,,,,,,,80,,,,,,,,,,,,White,Male,Other
132,100,,,,,92,,,,0,2,,,,,,,,1,,,,,97,,,,,,,,,,,81,,30,,,,69,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,86,,,,,,,81,,,,,,,,,57,,,84,,0,,,,,,,51,,,,93,,,,,,,,100,,,,,,,73,,,,,,95,,,71,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,35,,,,,,,,93,,74,,,,62,,,,,,,,,,,,,,,,,,,,28,,,,94,,71,,,,,,,,,,71,,,36,,,78,,,,,,,,,,,,,18,,,,,,0,,,78,,,,,71,,,,,,,,,,70,,,,,,,,,,,,93,,,,95,66,,,,82,,,,,,81,,,10,,,White,Male,Other
133,,35,,,,,,20,,,,,,,27,,,,,,,,,,,,,,,,30,,45,56,,,,35,,,,,,,,,50,10,14,,,,60,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,45,,,,,,,,,,,,,,,,,,,51,,,,90,,,,60,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,74,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,40,,,,,,,,50,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,White,Male,Other
138,,,,,65,,,,,,,,,,,,,,,,,51,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,75,,,5,27,23,,,,51,67,76,,,,61,,,,,,74,,,90,,,51,,10,,,,,,,,80,,,,,51,,,,,,,,,,,,,100,,,,,,,,,35,,,,,,54,26,,,77,,,,60,,,,,,,71,,,,,,,,24,,65,,5,,,,,,100,,70,,,,,31,,64,,,,,40,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,64,4,,,,,,,,,,,25,,,,,,,15,,,,,,,,,16,,,,,,25,,,,,,,85,,,27,,,,,,,23,,,,,,,,,75,,,,,,,,,,50,,,57,White,Male,Other
140,,10,,,,78,,,8,,5,,,,,,,,,10,,,,,,,,,95,60,,,50,,,,,,80,,56,,18,3,,,,80,,70,6,,,,,,,,,,,,,,,,,,,,,,,,41,,,,32,,,,,,,9,,63,,5,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,21,14,55,35,,,,,,,,,,,,,88,70,,,,8,,,,,,,,22,,39,95,,77,,,,,,,,,67,,,,,,,,,,97,,,,,,,,83,,,,,,,,6,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,18,,,,,,,3,,,,30,,,,,,,,,,,,,90,,,,,,,,,,,,,,86,,,,6,,80,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,White,Male,Other
144,,,,,,,,,,,,,,,,,,,,,,,,,,65,11,,,,,,,30,,,,,90,,,,,,,,,,,,,,,,25,,,,,60,,,,,,,,,,,,,,,,,,,14,70,,55,,50,,,,55,,,,,,,,,,,,,,60,,,,,,45,,,,,30,,45,100,,,,,,95,,,,,,19,,,,,,,,,,,40,,,,,,,10,,,,,,,45,,,,,,,,,,,,,,,,,50,,,,,,,,25,,,,,,,,,,,,,20,,,,,,,,60,,,,,,,,,,,,,,,59,,,,,,,,,,3,,,,,,,,,,,,95,,,,,,,,,,85,,,,,,,,,,,,,,30,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,White,Male,Other
147,,,61,,,,0,40,,,,,29,,,,,,30,53,,,,,20,,,,,72,40,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,92,,,,,,,,,,56,,,,,,,,,,,,,49,,,,,,56,,0,,,,,80,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,87,,,61,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,91,,,,,,,,,,,,71,,,,,30,,82,,,,,,,,,,,,,,,,,,50,67,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,52,,White,Male,Other
151,,,0,,,,,0,,0,,,,40,,,,0,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,20,,0,0,,,,,,,0,,,35,,,,,,0,,,30,,,,,,,,,,,,,,,,19,,,,,,,,,,,20,,,,,,65,,25,,,,,,,,0,,,,,,71,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,40,,,0,,,25,20,,,,,,,,0,,,,,,,,,,,,,,,,36,,,,25,,,,,37,,53,,,,,,,,,,,,,,,,,,,24,0,,,,,,,25,,,28,,,,22,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,20,34,,,,,0,,,,,,,,,,,,,,6,,,,,24,,0,,,,White,Male,Other
152,,,,,,,,,18,0,,,,,,7,,,,,,,,,,94,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,28,,88,,,,,,,,,,,59,,,,21,,,,,,,,,,,8,,,,,,,,70,,,,72,11,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,33,,,,,,,,,69,,,,,,85,,,,,,,,,,,,,,,,61,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,White,Male,Other
153,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,17,,,,,,,79,,,,,31,,,,,,79,,,,,,,,,,,,16,,,,,76,,74,40,,,,,31,,,,,,,,,,,75,,,,71,,,,,,,75,,,,,,,,,62,,,,,25,,,,,,,19,,,,,,69,,21,,35,,,,,,,,67,,,,56,,,,,13,,,,,,,80,,,,,,,,28,,,,,15,,,,,,,,,,,,82,74,,,,,,,,,38,,,71,,,,,,,,,,,,,,,,,71,,,,,31,,,75,,33,,,,,,,,,,,,,66,,,,,,,,80,,,,,,,,,,22,,31,,,,,,,,,,,,60,,,,,,,,,,,,,65,,,22,73,,,,,,,,,,,,,,80,White,Male,Other
157,,,,,,,,,,,,95,,,,,,,,,,,,,,70,,,,,,,,,56,,,,,,,,,55,,,,74,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,90,,80,,,,,,100,,,,,,,73,,,,,,,,,,,,,,30,,,,,,,,90,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,64,,87,61,,,,,,,,,,,,,,81,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,White,Male,Other
175,,,,,,,,,,,,,,28,,,,15,,,62,,,,39,85,,,,,,,35,,,,,,,,30,,,,,,,20,,,,,,,,,,22,20,,10,,,,,,15,,,,,,,,,,,,,,,,0,,,,,,30,,,,,,,,,,,,,75,,,,,,,,5,,,,,10,,,55,,,,,,90,,,,,48,,,,5,,,,,,,,,,,,,,,,,55,55,,,,,,,,,,,,,,,,59,,,,,,0,0,60,,60,,,65,,,,,,,3,,,,,,,,,,,55,,,,,,,,,,,,55,,45,,,,,,,,,,,,,,,,,,,,,10,,,,80,28,,,,,,,,,,,,,,,,55,,64,,,,,3,,,,,,60,,,,90,,,,80,,,,,,,,67,,,,,,,,,,,,70,,,55,,White,Male,Other
180,,,,,,,,,,75,53,89,,,,,10,,,,,,,,,,85,,,100,,,,,,,,,,,,,,,70,,,,,,,,100,,,,,,25,,82,,,,,,,,,,94,,,25,,,,70,,,72,,,,,35,75,100,,,,,,,,,,,,,,77,,87,,,,,,,,,,,,,,99,,,,,,,52,,,0,32,,,,,,,,,,,,,,,76,,60,,,,,,,,,,,,,,,0,81,,,,,,,,,75,,,,,,,,,,,,,,,,,,,50,0,,,,,,,,,,,,,,67,70,,,,,,,,,,,,,100,,,,96,,93,,,,,,52,,98,,,,,,,,,,,75,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,74,,White,Male,Other
187,,,,,,,0,,,,,,,,,,5,,,60,,,,,,,0,,,,,10,,,,,,,,,,,60,,,,50,,30,40,,,,30,,,,,,,,60,,95,,,,,,,,,,,,100,,,,,,70,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,0,,,,,,90,,,,,85,,,,,90,,,0,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,White,Male,Other
198,,,,,,0,24,31,,,,70,,58,,,,,32,,,,,,,62,,9,,58,,20,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,5,,,52,,83,,,,,,34,,,58,,,,66,,,,,,,,,,,,,,,,32,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,69,,,,,,,,,,,,40,,,,,,,,56,,,,,,,,,,,,,,,0,,,,,,,,,,80,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,64,,,,,,,,,,0,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Male,Other
200,,,,,,,,,,,10,,,,58,25,73,,,,,,,30,,,,,,,,,,,,,,,80,,,,,,,,,,,,53,,,,,,,,,90,,,,,40,,,,,,,,80,,,,,22,,,,,,,,,,,,,,,,47,,,,20,,,,,,,,,10,,2,,,65,65,,,,,,,90,,,,,,,40,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,58,,85,,,60,,,,65,,,,,,,,,69,,,,,,66,,,55,,,,,,,,68,,,,,,,,30,,53,,,,80,,,,,,,,,,60,,,,73,,,,,,,,,70,,,,,,,,,,,70,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,80,,,,,,,,,,78,,10,,,White,Male,Other
208,,,,,,,,,0,,,,,,10,,,,,,61,29,,,,,,,,,9,,,,,,,,,,,40,,39,90,,30,,,10,,,,,,,,,,,,,30,,,,,30,,,55,,,,30,61,,,,,,70,,,,,,,33,40,,,,,,,,,,,,,,,,11,,,27,,,,,70,,,60,,,30,,,60,,,,,,55,,,,,,,,40,,,,,,,,0,,,,,,40,,,,,,,,,,,,,,,80,,,,20,,,,,,,,,,,,,70,,,,22,,71,,,,29,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,55,,,,,20,,,,,0,,,29,,,,,,,,,,,0,,,30,,26,,30,,,,60,,,,,,40,,,,,,,,,,,,,,,,,,,White,Male,Other
